uid,prediction
u003407,"i000481,i001952,i002132,i001069,i000158,i000661,i000521,i001478,i000109,i001445"
u003409,"i001922,i000554,i000619,i000481,i001952,i000909,i001069,i000282,i001445,i000661"
u003411,"i001922,i000481,i000909,i001069,i001952,i000521,i000695,i001049,i000058,i001584"
u003412,"i001069,i000909,i001143,i001922,i001445,i000481,i000554,i001455,i000931,i001753"
u003414,"i001922,i001143,i000619,i001069,i000481,i000646,i001663,i001952,i000909,i001046"
u003419,"i001682,i002056,i000481,i001069,i001319,i001675,i001952,i000909,i000521,i000207"
u003424,"i000481,i000521,i000619,i000909,i001069,i000342,i000661,i001952,i000947,i001663"
u003427,"i001922,i001952,i000481,i001296,i000554,i001240,i001069,i001143,i000521,i001455"
u003430,"i000909,i000481,i001069,i000720,i001952,i000327,i001922,i000521,i000109,i001663"
u003437,"i001069,i001663,i000481,i000909,i001952,i000947,i000521,i000661,i000554,i000342"
u003440,"i001922,i001069,i000481,i001914,i000554,i000618,i001952,i000109,i001296,i001945"
u003445,"i000842,i001069,i001952,i001455,i000695,i000909,i000931,i001240,i001049,i000481"
u003447,"i000481,i001663,i000661,i001952,i000207,i000909,i001069,i000521,i000342,i001922"
u003451,"i001753,i000481,i001069,i001952,i000909,i001663,i001949,i001906,i000554,i001508"
u003456,"i000481,i001952,i001069,i000661,i000909,i000342,i001663,i001455,i001673,i000947"
u003457,"i000481,i000521,i001069,i001952,i000909,i001663,i000661,i000207,i000619,i001038"
u003458,"i001952,i000481,i001069,i001673,i000661,i000909,i001455,i001663,i000521,i001046"
u003467,"i001922,i000207,i001069,i001952,i000619,i000481,i001240,i000342,i000058,i000661"
u003472,"i001922,i000554,i000481,i000909,i001663,i000661,i000207,i001069,i001952,i001038"
u003475,"i001673,i001810,i001568,i000481,i001069,i001952,i000909,i001455,i000554,i001143"
u003483,"i001922,i000207,i000481,i001069,i001952,i000661,i000521,i000554,i000947,i001875"
u003487,"i001922,i001069,i000481,i001952,i001143,i000342,i000909,i000207,i000324,i000555"
u003489,"i001922,i001143,i000619,i001952,i000481,i001069,i000554,i001455,i000909,i000521"
u003492,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u003495,"i001952,i000481,i001069,i001038,i000661,i000909,i001455,i001663,i000521,i001046"
u003499,"i000521,i001143,i001952,i000481,i000058,i000695,i001682,i001069,i000956,i001922"
u003500,"i000481,i001445,i001952,i000909,i001189,i001478,i001069,i000661,i000521,i001296"
u003503,"i000619,i000481,i001952,i000695,i001069,i001046,i001143,i001819,i001478,i001922"
u003507,"i001069,i001194,i000832,i000167,i000481,i000909,i001952,i001922,i000521,i000207"
u003510,"i001922,i000481,i001069,i001952,i000554,i001143,i000646,i000485,i001455,i000619"
u003514,"i001922,i001143,i001069,i000481,i000521,i001952,i000324,i000570,i000207,i000555"
u003515,"i001952,i000481,i000909,i000521,i001663,i000646,i000274,i001069,i000661,i000207"
u003516,"i001922,i000481,i001069,i000909,i000554,i001952,i000324,i001455,i001914,i000528"
u003523,"i001922,i000207,i000481,i001069,i001478,i000909,i000646,i000521,i001455,i001445"
u003528,"i001922,i000619,i000481,i001069,i000324,i001663,i001710,i000207,i000909,i000554"
u003531,"i000554,i000619,i000481,i001069,i000207,i000909,i001663,i000521,i000661,i000109"
u003535,"i000521,i001143,i000619,i000481,i001069,i001682,i001455,i001922,i000661,i000695"
u003539,"i000521,i000481,i000909,i000554,i000342,i001952,i001069,i001663,i001455,i000661"
u003541,"i001455,i001673,i000968,i001445,i000805,i001710,i001069,i001952,i001914,i000554"
u003543,"i000481,i001952,i000207,i000521,i000554,i001663,i000485,i000695,i000058,i001038"
u003548,"i001914,i001069,i001649,i000481,i000909,i001087,i001445,i001663,i000661,i001455"
u003559,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u003560,"i001335,i001922,i001682,i001240,i001710,i002009,i000200,i001649,i000282,i002056"
u003561,"i000554,i001143,i000619,i001952,i000555,i000521,i000481,i001673,i000760,i000548"
u003564,"i001922,i001682,i000695,i002009,i001240,i001688,i001049,i000521,i001663,i000481"
u003566,"i000518,i000481,i001952,i001753,i000909,i001508,i001069,i000521,i000342,i000661"
u003570,"i001952,i000481,i000521,i000555,i001002,i002062,i000931,i001877,i001530,i001069"
u003573,"i001922,i000481,i001069,i000909,i001952,i001914,i000207,i000619,i001455,i001673"
u003581,"i000646,i000481,i001663,i001069,i001952,i000909,i000661,i000521,i001038,i001445"
u003582,"i001922,i000554,i001143,i000481,i001069,i001673,i000207,i001455,i000619,i001240"
u003584,"i000661,i000481,i001952,i001069,i000909,i001663,i001038,i000521,i000646,i001455"
u003585,"i000661,i000481,i001069,i001952,i000909,i000521,i001038,i001046,i000947,i000324"
u003589,"i001069,i000481,i000909,i001389,i001952,i000342,i000521,i001922,i000695,i000555"
u003595,"i000481,i001069,i001952,i000646,i000909,i001663,i000661,i000521,i000207,i001038"
u003604,"i001455,i000554,i001673,i001710,i001445,i001069,i001952,i000481,i000909,i000931"
u003605,"i000481,i000909,i001069,i001240,i001663,i001952,i000661,i000695,i001922,i000521"
u003609,"i000481,i000909,i001952,i001069,i001922,i000521,i001663,i000342,i000661,i000109"
u003613,"i000554,i000481,i001663,i001240,i001455,i000909,i001069,i001949,i000646,i001922"
u003617,"i000999,i000789,i001922,i001069,i001952,i001663,i000931,i001445,i001682,i001087"
u003618,"i001663,i000481,i001069,i001952,i000646,i000521,i001478,i000909,i000207,i000661"
u003627,"i001922,i000554,i000619,i000481,i001069,i001952,i000909,i001478,i001445,i000931"
u003629,"i001922,i001069,i000481,i000909,i001710,i000661,i001952,i000528,i000207,i001673"
u003636,"i001296,i000481,i000521,i001069,i002038,i001952,i001663,i001038,i000909,i000661"
u003641,"i001143,i000619,i001952,i001455,i000481,i001710,i000909,i001673,i001069,i000695"
u003650,"i001922,i001143,i000481,i001069,i000909,i001478,i001952,i001663,i000619,i000661"
u003651,"i001952,i000909,i000481,i001455,i001069,i001046,i000661,i001663,i000521,i000646"
u003655,"i000947,i001952,i001143,i001663,i001922,i001914,i001445,i001949,i001649,i000481"
u003661,"i000909,i000481,i001069,i001952,i001922,i000521,i001663,i000342,i000109,i000661"
u003663,"i001049,i000695,i000058,i001688,i001922,i001584,i001240,i001462,i001069,i000401"
u003666,"i000481,i001069,i000661,i001952,i001663,i000909,i001455,i000521,i001038,i000554"
u003676,"i000832,i001069,i000720,i000481,i000999,i001710,i001673,i000521,i000207,i001445"
u003686,"i001445,i000425,i001069,i001160,i000909,i000931,i000947,i001710,i000028,i001219"
u003689,"i001922,i000554,i000481,i001069,i000695,i000521,i000909,i000661,i000109,i000058"
u003698,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u003699,"i001508,i000521,i000481,i000909,i000554,i001455,i000661,i000646,i000342,i001875"
u003701,"i001069,i000481,i000909,i000661,i000324,i001922,i000521,i001455,i001663,i001240"
u003703,"i001922,i000554,i000481,i000909,i000207,i000485,i000158,i000109,i001069,i001445"
u003706,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u003709,"i001914,i001649,i000481,i000909,i001069,i001087,i001445,i001455,i000661,i001663"
u003710,"i001875,i000481,i001508,i001069,i000618,i000661,i000554,i001455,i000909,i000521"
u003719,"i001952,i000481,i001069,i000661,i000909,i001455,i001663,i001922,i000521,i001046"
u003727,"i000619,i001922,i001069,i000481,i001682,i001649,i000661,i001952,i000207,i000947"
u003730,"i000521,i000481,i000342,i000909,i001952,i001069,i000619,i000661,i001663,i000646"
u003742,"i001455,i001673,i001710,i001445,i001069,i001952,i000554,i000481,i000909,i000805"
u003757,"i000909,i000481,i001240,i001069,i001952,i001922,i000521,i001663,i000342,i000661"
u003762,"i001069,i000481,i001335,i000554,i000646,i000695,i000282,i000521,i001949,i000955"
u003764,"i000909,i000207,i000521,i000619,i001455,i001952,i001151,i001143,i000554,i000481"
u003767,"i001069,i000481,i000570,i000947,i000909,i000521,i000342,i001267,i001952,i000661"
u003768,"i000521,i001069,i000481,i001952,i000909,i001663,i000661,i000947,i001914,i000167"
u003769,"i001875,i001069,i000481,i000661,i000554,i001455,i001663,i001189,i001952,i001673"
u003770,"i001087,i001649,i001914,i001069,i001673,i000481,i001952,i000909,i000554,i001455"
u003780,"i001143,i000481,i001069,i001952,i000909,i000109,i000207,i000521,i001038,i000518"
u003781,"i000481,i001296,i001803,i001143,i001069,i001952,i000909,i000554,i000521,i000619"
u003782,"i001455,i001673,i001710,i001445,i001069,i001952,i001914,i000554,i000481,i000909"
u003787,"i001922,i000481,i001478,i001710,i001143,i001952,i000646,i001069,i001663,i000521"
u003788,"i000909,i000554,i001069,i001952,i000207,i001455,i000481,i000521,i000646,i002132"
u003793,"i000158,i000481,i001069,i000909,i001455,i000947,i001952,i001663,i000521,i000646"
u003794,"i000521,i000481,i001069,i001952,i001914,i001046,i000158,i001682,i000909,i000619"
u003800,"i001753,i000481,i001069,i001952,i000909,i001663,i001949,i001906,i000554,i001455"
u003801,"i000909,i001922,i000481,i001455,i001952,i001673,i001688,i000619,i000554,i001069"
u003802,"i000554,i001922,i000481,i000521,i001682,i000058,i001649,i001314,i001069,i001455"
u003807,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u003812,"i001038,i000481,i001952,i001069,i000909,i001663,i000646,i000521,i000661,i000442"
u003814,"i001663,i000481,i001069,i001952,i000661,i000646,i000521,i001478,i000909,i000207"
u003821,"i001922,i000481,i001069,i000485,i000619,i000695,i000909,i000661,i000521,i001914"
u003823,"i001922,i000521,i001143,i000619,i000481,i001069,i000909,i000207,i001663,i000485"
u003830,"i000481,i001069,i001952,i001038,i000909,i001663,i000661,i000521,i000207,i000646"
u003839,"i000481,i001069,i000909,i001952,i001189,i001649,i000652,i001478,i000344,i001010"
u003841,"i000521,i001143,i001455,i001952,i000554,i001663,i000481,i000555,i001069,i000058"
u003847,"i001191,i001240,i001069,i001143,i000554,i001949,i000909,i000521,i001952,i001445"
u003851,"i001314,i000554,i000931,i001663,i001445,i001455,i001922,i000481,i001069,i001952"
u003856,"i000481,i000909,i000342,i000521,i001952,i001069,i001663,i000661,i000947,i001478"
u003863,"i001952,i000554,i001455,i000481,i001922,i000109,i001682,i001069,i001720,i000521"
u003864,"i000481,i001663,i000521,i001069,i001952,i000909,i000661,i000207,i001038,i000646"
u003873,"i001069,i000481,i000909,i000661,i001663,i000342,i001445,i000947,i000301,i001753"
u003881,"i001069,i000481,i001952,i000909,i000661,i001143,i000554,i000695,i000110,i001515"
u003883,"i001922,i000521,i000619,i001952,i000481,i000909,i001069,i000661,i001478,i001046"
u003887,"i000909,i000554,i001143,i001069,i001952,i001663,i000947,i000481,i001949,i001240"
u003888,"i001922,i000619,i000481,i001673,i001710,i001069,i001663,i001191,i001143,i001649"
u003896,"i000909,i001069,i000481,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u003897,"i000947,i001069,i000570,i000481,i000521,i000909,i001267,i000342,i001952,i000661"
u003900,"i001922,i000619,i000481,i001069,i000909,i001478,i000109,i001952,i000446,i000207"
u003902,"i001952,i000481,i001069,i000661,i000909,i001455,i001663,i000521,i001046,i000646"
u003904,"i002056,i001801,i001069,i001922,i001151,i001952,i000554,i001682,i001673,i000947"
u003912,"i001922,i001952,i001069,i000909,i000481,i000619,i001914,i000207,i001455,i001649"
u003913,"i001455,i001673,i001710,i001445,i001069,i001952,i001682,i000554,i000481,i000909"
u003917,"i001069,i000481,i000909,i001922,i000521,i001673,i000109,i000446,i000282,i000947"
u003918,"i001143,i000619,i001922,i001682,i001952,i000282,i001049,i000554,i001914,i001968"
u003924,"i000909,i000481,i001069,i001478,i000521,i001952,i000342,i000661,i001663,i000324"
u003928,"i001663,i000481,i001069,i001952,i000646,i000521,i001478,i000909,i000207,i000661"
u003937,"i000720,i001069,i001455,i000481,i000909,i000999,i001952,i000521,i000324,i001143"
u003944,"i000481,i000931,i000133,i001753,i001478,i000909,i000912,i001445,i000661,i001688"
u003947,"i000555,i001952,i001125,i000481,i000909,i000324,i000342,i001710,i001069,i001663"
u003952,"i001922,i000521,i000619,i001069,i001952,i000481,i000324,i000898,i001445,i001478"
u003957,"i001952,i000481,i001069,i001038,i000661,i000909,i001455,i001663,i000521,i001046"
u003958,"i001069,i000481,i000342,i000521,i000909,i001663,i001922,i001952,i000661,i001478"
u003959,"i001922,i000481,i001952,i000661,i000521,i001069,i000947,i001663,i000485,i000909"
u003966,"i000619,i000481,i001455,i000909,i001710,i001673,i001952,i000207,i000554,i000324"
u003971,"i000521,i001143,i001069,i000481,i001952,i001922,i000909,i001240,i000661,i001682"
u003989,"i001688,i001584,i000695,i001049,i000058,i001240,i001922,i001462,i000401,i001069"
u003991,"i000521,i000554,i001069,i000481,i000909,i001663,i000207,i001632,i001914,i001922"
u003995,"i001922,i000207,i000619,i001069,i000481,i000909,i001455,i001049,i000058,i000695"
u004004,"i000481,i000909,i001046,i001069,i001331,i001952,i001002,i000521,i000661,i002146"
u004006,"i001478,i001069,i001663,i000481,i000909,i001952,i000661,i001038,i001445,i000521"
u004012,"i000481,i001069,i001952,i000909,i000661,i000521,i001038,i001046,i000324,i000947"
u004014,"i001922,i001143,i000619,i000481,i001663,i000646,i001046,i001069,i001952,i000207"
u004031,"i000481,i001455,i000158,i001673,i001049,i001952,i000619,i001508,i000207,i001922"
u004033,"i001952,i001069,i000481,i000661,i000554,i001455,i000521,i001663,i000619,i001922"
u004037,"i001584,i000401,i000695,i000058,i001049,i001688,i001240,i001922,i001952,i001663"
u004038,"i000207,i001952,i001455,i000554,i000619,i000909,i001914,i001069,i000481,i000931"
u004040,"i001922,i000554,i000481,i000909,i001952,i000661,i000282,i001069,i001220,i001038"
u004042,"i001922,i000481,i000521,i000554,i000661,i001069,i001952,i000909,i001296,i001038"
u004044,"i001952,i001922,i000521,i000619,i001663,i001314,i000481,i000661,i001478,i000554"
u004049,"i000661,i001952,i000481,i001069,i000909,i001663,i001038,i000521,i000646,i001455"
u004052,"i001069,i000481,i001952,i000947,i000521,i000661,i000619,i000909,i001663,i000342"
u004055,"i001069,i000481,i001952,i000947,i000521,i000661,i000909,i001663,i000342,i000570"
u004058,"i000481,i001952,i001069,i000661,i000909,i000342,i001663,i001455,i001673,i000947"
u004060,"i000481,i001952,i001922,i000554,i000661,i000909,i001069,i001143,i001753,i001455"
u004067,"i001922,i001143,i000481,i000646,i000619,i001069,i000521,i001952,i000909,i000554"
u004069,"i001584,i000695,i000401,i001688,i001049,i000058,i001922,i001240,i001682,i000909"
u004070,"i001922,i000207,i001143,i000619,i000481,i001952,i001069,i001267,i001884,i000909"
u004071,"i001663,i000481,i001069,i001952,i000646,i000521,i001478,i000909,i000207,i000661"
u004078,"i001143,i000619,i000481,i001952,i001069,i001038,i001478,i001455,i001331,i000282"
u004084,"i001046,i000481,i001952,i001069,i000909,i001663,i000661,i000521,i001445,i001478"
u004100,"i000521,i001069,i000909,i000481,i000207,i001922,i000931,i000554,i000109,i002009"
u004110,"i001069,i001663,i001445,i000481,i000909,i001922,i001038,i000342,i001649,i001952"
u004114,"i001069,i000481,i001952,i001478,i000554,i001663,i000133,i001038,i001240,i001049"
u004120,"i001922,i001143,i001069,i000481,i001952,i000207,i000554,i000909,i001455,i000528"
u004127,"i000554,i000481,i001240,i001455,i000909,i001069,i001949,i001922,i001952,i001445"
u004128,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u004130,"i000028,i001952,i000481,i000909,i001069,i000554,i000646,i001710,i001445,i002146"
u004131,"i001143,i001710,i001191,i000554,i000481,i001069,i001455,i001952,i000805,i000909"
u004137,"i001069,i000481,i000909,i000661,i001922,i000521,i001663,i001455,i001240,i000342"
u004142,"i000947,i001069,i000481,i001663,i000521,i001952,i000909,i000342,i000253,i000646"
u004144,"i000481,i000909,i000342,i000521,i001478,i001952,i001069,i001663,i000661,i000947"
u004149,"i001109,i000481,i001069,i001478,i000909,i001952,i000661,i001663,i000646,i000207"
u004150,"i001087,i001914,i000909,i001649,i001069,i001673,i000481,i001952,i000805,i000554"
u004152,"i001314,i001445,i001663,i001455,i001922,i000481,i001069,i001952,i000909,i000554"
u004153,"i001296,i000909,i000481,i000521,i001069,i001952,i001663,i001038,i000661,i000947"
u004157,"i001922,i000207,i000619,i000481,i001069,i000554,i000909,i000521,i001952,i001143"
u004158,"i000554,i001143,i001069,i000909,i000481,i001952,i000207,i002009,i000947,i001663"
u004167,"i000695,i000058,i001584,i001688,i001049,i001240,i001922,i001462,i000324,i000481"
u004170,"i001922,i001069,i001952,i000481,i000909,i001143,i000619,i000342,i001455,i001046"
u004183,"i000619,i000481,i000695,i001952,i000207,i000961,i001038,i000909,i000058,i000554"
u004186,"i001922,i001069,i000481,i001143,i000909,i000207,i001952,i000619,i000554,i001949"
u004187,"i000481,i001952,i001069,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u004188,"i001069,i000481,i000947,i000909,i000446,i001952,i000521,i000661,i000342,i001038"
u004194,"i001069,i000481,i000909,i001952,i000521,i001663,i000947,i000661,i001267,i001922"
u004195,"i001922,i000619,i001069,i001952,i000481,i000207,i000909,i000109,i001240,i000554"
u004196,"i000661,i000481,i001952,i000521,i001069,i000909,i001663,i001038,i000646,i001455"
u004197,"i000909,i000253,i000342,i000521,i000481,i001069,i000661,i001952,i001663,i000619"
u004199,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u004202,"i001046,i000481,i001952,i001069,i000909,i001663,i000661,i000521,i001445,i001478"
u004204,"i001069,i000481,i001952,i000909,i001663,i000521,i000661,i000947,i001914,i000167"
u004205,"i001922,i000207,i000619,i001069,i000481,i001952,i000909,i001682,i000521,i000554"
u004206,"i000554,i001069,i000481,i000947,i001922,i000931,i001682,i000207,i001087,i001632"
u004211,"i001922,i000207,i000619,i001069,i000481,i000909,i001952,i001151,i001713,i000324"
u004218,"i000909,i001069,i000554,i000324,i000110,i001455,i000661,i001038,i001710,i001753"
u004225,"i001069,i000947,i000481,i000909,i001952,i001663,i000521,i000661,i000554,i000342"
u004227,"i001143,i000554,i000481,i001069,i000931,i001455,i001952,i000909,i001949,i000661"
u004230,"i001688,i000695,i001049,i001584,i000058,i001240,i001922,i001462,i000401,i001069"
u004236,"i001922,i000481,i001069,i001952,i001663,i000909,i000518,i000646,i000661,i001125"
u004240,"i001922,i000554,i000619,i001069,i000481,i000909,i001952,i000207,i000109,i001478"
u004241,"i001922,i000619,i000481,i001952,i001069,i000909,i001663,i000521,i001455,i001673"
u004250,"i000619,i000481,i001069,i000909,i000554,i001478,i001049,i001267,i001240,i000207"
u004252,"i001922,i000207,i000554,i000619,i000481,i001069,i001143,i001038,i000518,i000909"
u004253,"i001922,i000619,i001069,i000481,i001952,i001331,i000947,i000521,i000446,i001478"
u004255,"i001922,i000207,i001143,i000619,i000481,i001069,i001952,i001038,i001663,i001673"
u004258,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u004262,"i001922,i001069,i000481,i000909,i001914,i000554,i000342,i000956,i001191,i000207"
u004266,"i001952,i000481,i001069,i000661,i000909,i001455,i001663,i000521,i001046,i000646"
u004271,"i000646,i000481,i001478,i001663,i001069,i001952,i000909,i000661,i000521,i001038"
u004279,"i001952,i000481,i001663,i001069,i000661,i000909,i001455,i000521,i001046,i000646"
u004311,"i001069,i000909,i000481,i001952,i000554,i001455,i001191,i001478,i001445,i001914"
u004313,"i000481,i001069,i000661,i001952,i000909,i001478,i001663,i000521,i000442,i000207"
u004321,"i001922,i000521,i000481,i001069,i000909,i000947,i001952,i000528,i001455,i000570"
u004330,"i001952,i001069,i000481,i000909,i000342,i001389,i000521,i001922,i000695,i000555"
u004338,"i000909,i001922,i000207,i000481,i001069,i001952,i000521,i000485,i001143,i000555"
u004340,"i001663,i001069,i001952,i000909,i000481,i001875,i000646,i000521,i001478,i000207"
u004341,"i001069,i000481,i000909,i001811,i001952,i001455,i000661,i000521,i001663,i001191"
u004342,"i000481,i001069,i000909,i001952,i000555,i001884,i000521,i001478,i000554,i000324"
u004353,"i000521,i001143,i000619,i001069,i000481,i000909,i001952,i000485,i000109,i000760"
u004355,"i000481,i000207,i000909,i000342,i001069,i000521,i001952,i000661,i001663,i001922"
u004369,"i001069,i000481,i000909,i000446,i001952,i000521,i000947,i000661,i000342,i001038"
u004371,"i001143,i000481,i001952,i000909,i000661,i001069,i001267,i001922,i000521,i000342"
u004377,"i000695,i001584,i001688,i001049,i001462,i000058,i001240,i001922,i000324,i000481"
u004379,"i001922,i000619,i000481,i001069,i000909,i000109,i000521,i000661,i000207,i001952"
u004385,"i000931,i001875,i001069,i001673,i001649,i000554,i000481,i000909,i001952,i001455"
u004386,"i001922,i000521,i000554,i000481,i001952,i001069,i001753,i001663,i001914,i001455"
u004393,"i000481,i000521,i001069,i001952,i000909,i001663,i000661,i000207,i001038,i000646"
u004401,"i000481,i001478,i000909,i001069,i001663,i001952,i000661,i000695,i001922,i000521"
u004413,"i001922,i000481,i001069,i000909,i000207,i001663,i001952,i000109,i001038,i001673"
u004417,"i001922,i000481,i001069,i000909,i000207,i001663,i001952,i000109,i001038,i001673"
u004421,"i001952,i000909,i000619,i000481,i001663,i001046,i000521,i001069,i000485,i000554"
u004422,"i000342,i000481,i000909,i000521,i000661,i001952,i001663,i001069,i000646,i001478"
u004438,"i000207,i000481,i001069,i001478,i001952,i000342,i001143,i000554,i001188,i001922"
u004439,"i001922,i001143,i000481,i001069,i001952,i000661,i001884,i000207,i001038,i001478"
u004444,"i001038,i000909,i000481,i001952,i001069,i001663,i000646,i000521,i000661,i002132"
u004451,"i000207,i000521,i000481,i001952,i001922,i000646,i000661,i000485,i001069,i001914"
u004452,"i001952,i000481,i001069,i001710,i000661,i000909,i001455,i001663,i001143,i000521"
u004456,"i001922,i000619,i001069,i000481,i001663,i001952,i000109,i000909,i001478,i000555"
u004459,"i001922,i000909,i000481,i001455,i000324,i000554,i000955,i001069,i001331,i001445"
u004466,"i001922,i000481,i000909,i000521,i001069,i000207,i001952,i000277,i000814,i000301"
u004467,"i001922,i001143,i000481,i001069,i000909,i000342,i000646,i001046,i001267,i001663"
u004473,"i001069,i000481,i000909,i001952,i000947,i001663,i001949,i000521,i001673,i000661"
u004474,"i000554,i000481,i001069,i001952,i001455,i001049,i000909,i000109,i000646,i001038"
u004477,"i000805,i001673,i001445,i001455,i001069,i001949,i001952,i000554,i000909,i000481"
u004483,"i000554,i000619,i001069,i000481,i001952,i000555,i000521,i001143,i000207,i000324"
u004484,"i000481,i001069,i001952,i000909,i000554,i001663,i000661,i000521,i000207,i001038"
u004487,"i001922,i001143,i001069,i000481,i000909,i001952,i000521,i000947,i000109,i001584"
u004494,"i000481,i001952,i001038,i000646,i000570,i001922,i001069,i000207,i001457,i000109"
u004496,"i001673,i001455,i001710,i001445,i000481,i001069,i001952,i000554,i000909,i000661"
u004511,"i001922,i000554,i000619,i001069,i000481,i001952,i001713,i000521,i000646,i000324"
u004513,"i000481,i001663,i001952,i001478,i000646,i001069,i000554,i000485,i001445,i001143"
u004515,"i001922,i001069,i000909,i000481,i000109,i001663,i000492,i001914,i000518,i000947"
u004519,"i001922,i000481,i001663,i000909,i000661,i001069,i001952,i000207,i001046,i000521"
u004522,"i001069,i000909,i001922,i000521,i000619,i000481,i001952,i001455,i001240,i000661"
u004531,"i001478,i000481,i001069,i000909,i001952,i001663,i000661,i001038,i001445,i000521"
u004540,"i000324,i000555,i000481,i000909,i000110,i001069,i001952,i000521,i000898,i000327"
u004541,"i001922,i000554,i001143,i000481,i001069,i001663,i001049,i000619,i000555,i000058"
u004545,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u004546,"i001663,i000481,i001069,i001952,i000207,i000646,i000521,i001478,i000909,i000661"
u004547,"i000481,i000909,i000695,i001922,i001663,i000342,i001143,i000554,i001069,i000521"
u004553,"i001069,i000909,i000481,i001038,i000931,i001713,i001445,i001952,i001478,i000661"
u004558,"i001478,i001952,i000481,i001069,i000909,i001663,i001046,i000661,i001038,i001445"
u004565,"i001922,i000481,i000909,i001069,i000342,i000485,i001710,i000207,i001914,i000554"
u004567,"i001952,i000481,i000909,i001069,i000661,i001455,i001673,i000842,i000898,i000327"
u004569,"i001922,i000481,i001069,i001952,i000909,i001038,i000521,i000109,i000133,i001673"
u004570,"i001240,i001922,i000695,i000554,i001049,i001191,i001584,i001688,i000909,i000058"
u004571,"i001143,i000481,i001069,i001922,i000521,i001952,i000207,i000909,i001455,i000898"
u004581,"i001922,i000481,i001069,i000158,i001663,i000521,i000207,i000619,i001038,i000485"
u004582,"i001922,i000554,i001069,i000481,i001952,i001240,i000324,i000207,i000619,i001455"
u004585,"i001455,i001673,i001710,i001445,i001069,i001952,i000554,i000481,i000909,i000805"
u004593,"i001069,i000481,i000947,i000207,i000909,i001952,i001663,i000521,i000661,i001189"
u004594,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u004598,"i001038,i000481,i001952,i001069,i000909,i001663,i000646,i000521,i000661,i000947"
u004599,"i001875,i000618,i000481,i001069,i000661,i000554,i001455,i000909,i000521,i001143"
u004605,"i001922,i001143,i000481,i001952,i001069,i000909,i000554,i001649,i000485,i000207"
u004608,"i001952,i001069,i000481,i000254,i001940,i000909,i000521,i000207,i001478,i000619"
u004616,"i001143,i001240,i001191,i000554,i000481,i001069,i001455,i001952,i000909,i001949"
u004621,"i001922,i001143,i000481,i001952,i001069,i001455,i000909,i001663,i000110,i000811"
u004623,"i000554,i001952,i001069,i000481,i001922,i001143,i001478,i000661,i000207,i001914"
u004625,"i001922,i000207,i000521,i000481,i001069,i000909,i000661,i000109,i001319,i000619"
u004627,"i001922,i000554,i000481,i000661,i001952,i001046,i000207,i001663,i001069,i000909"
u004629,"i000619,i000481,i001069,i000909,i001952,i000661,i001663,i000695,i000058,i000554"
u004649,"i000521,i001069,i000909,i000481,i000207,i001952,i000570,i000931,i001189,i001455"
u004657,"i001069,i000254,i000481,i000909,i001713,i001952,i000947,i001663,i000521,i000661"
u004660,"i001010,i000481,i001952,i000909,i001069,i000661,i000521,i001478,i001663,i001445"
u004673,"i000999,i001069,i001922,i000789,i001952,i001663,i000931,i001445,i001087,i001682"
u004677,"i001922,i000521,i000619,i000554,i001952,i001314,i001069,i001445,i000481,i001240"
u004680,"i001922,i000207,i000554,i000909,i001455,i001952,i001069,i000481,i000931,i001673"
u004681,"i001478,i000481,i001069,i000909,i001952,i001663,i000661,i001038,i001445,i000521"
u004684,"i001922,i000481,i001069,i000909,i001952,i000760,i001663,i001046,i000646,i000110"
u004685,"i001069,i000481,i000909,i000661,i001922,i000521,i001663,i001455,i001240,i000342"
u004687,"i000518,i000481,i001952,i001445,i001753,i000909,i001508,i001069,i000521,i000342"
u004696,"i001335,i001922,i001682,i001240,i002009,i000200,i000282,i001710,i001649,i002056"
u004698,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u004708,"i000481,i001069,i000909,i001663,i001922,i001952,i000521,i000554,i000661,i001240"
u004711,"i001922,i000481,i001069,i001952,i000521,i000909,i000109,i000661,i000554,i000619"
u004713,"i001217,i000481,i001922,i000977,i000909,i000521,i000253,i001191,i001069,i000342"
u004716,"i001649,i001914,i001069,i000909,i001087,i000481,i001663,i001455,i000661,i000554"
u004717,"i001922,i000481,i001069,i001952,i000909,i000207,i001720,i000109,i000521,i000342"
u004725,"i000342,i000481,i000909,i000521,i000661,i001952,i001663,i001069,i000646,i001478"
u004727,"i000251,i001069,i000947,i000481,i000909,i001952,i000521,i001445,i000661,i001673"
